region,settlement,year,assets,assets_depreciation,assets_exhausted,assets_new,invest_budg,invest_fed,investment,wage,workers
Хабаровский край,Комсомольск-на-Амуре,2018,120832.9,58.9,14.8,4953.1,20.5,11.8,10263.1,49628.0,59.7
Хабаровский край,Комсомольск-на-Амуре,2019,125779.2,59.8,14.7,5157.2,8.4,3.7,8070.0,51590.0,62.3
Амурская область,Благовещенск,2008,81676.951,26.6,5.5,,25.7,15.5,6154.0,19049.0,75.6
Амурская область,Благовещенск,2009,87460.417,28.9,5.4,,36.1,24.2,8687.9,21144.6,75.9
Амурская область,Благовещенск,2010,99394.1,30.1,6.7,10381.2,23.8,12.1,12430.4,23890.9,75.9
Амурская область,Благовещенск,2011,138379.5,30.8,8.7,18340.8,21.2,7.6,31974.4,27245.0,76.9
Амурская область,Благовещенск,2012,157334.1,30.7,8.4,21743.7,21.7,15.4,24438.3,30030.5,78.9
Амурская область,Благовещенск,2013,172091.7,34.9,8.6,9633.9,33.7,23.7,18853.4,34348.1,79.1
Амурская область,Благовещенск,2014,182640.4,39.7,10.7,13586.0,35.2,26.9,17001.7,36466.8,78.1
Амурская область,Благовещенск,2015,189195.6,44.5,11.7,10009.2,31.5,26.9,17908.0,36753.7,74.3
Амурская область,Благовещенск,2016,208216.1,45.8,14.5,18279.5,36.0,31.5,12516.7,38634.9,70.1
Амурская область,Благовещенск,2017,212001.6,49.6,17.9,9058.2,18.7,14.8,13594.4,41808.1,65.8
Амурская область,Благовещенск,2018,270213.3,49.7,17.3,13137.0,20.2,15.9,11249.1,46360.5,64.4
Амурская область,Благовещенск,2019,301086.6,51.3,18.6,14437.4,23.4,15.0,15537.1,50675.5,61.2
Архангельская область,Архангельск,2008,179953.135,38.7,13.5,,39.4,17.3,8896.9,20839.9,131.8
Архангельская область,Архангельск,2009,171254.215,42.9,14.6,,44.6,31.1,9903.8,22997.7,124.3
Архангельская область,Архангельск,2010,150485.0,51.7,19.6,9492.3,58.9,29.9,11043.2,25020.7,120.1
Архангельская область,Архангельск,2011,174941.5,47.4,18.2,20589.1,32.9,11.8,17854.2,27856.0,116.1
Архангельская область,Архангельск,2012,189278.6,48.4,17.3,14124.9,38.0,28.5,17429.5,31541.6,114.9
Архангельская область,Архангельск,2013,223190.3,47.7,17.8,14911.6,46.9,31.7,11754.4,35754.4,104.5
Архангельская область,Архангельск,2014,260843.8,40.1,11.2,35956.7,34.6,23.0,15258.6,38288.6,100.3
Архангельская область,Архангельск,2015,279186.0,43.2,11.5,18044.3,37.5,24.4,10473.5,40323.7,97.8
Архангельская область,Архангельск,2016,297722.2,44.9,12.0,16074.5,32.8,13.9,12941.4,43177.7,92.9
Архангельская область,Архангельск,2017,319816.1,47.5,13.1,17684.7,45.8,18.0,17277.1,45097.7,88.6
Архангельская область,Архангельск,2018,391882.3,49.2,15.6,19778.2,30.8,9.0,13477.2,50419.6,87.5
Архангельская область,Архангельск,2019,404323.4,51.2,17.9,17915.4,32.8,18.7,22316.9,54598.8,84.8
Архангельская область,Северодвинск,2008,34465.257,49.0,8.9,,38.9,14.3,2260.9,18715.8,72.7
Архангельская область,Северодвинск,2009,41933.771,48.1,14.9,,49.1,37.7,1822.9,21879.7,71.8
Архангельская область,Северодвинск,2010,38885.5,46.9,16.1,3284.5,50.4,40.1,2595.4,24433.9,71.2
Архангельская область,Северодвинск,2011,48067.4,46.5,16.0,2493.1,61.4,49.7,3190.3,28003.5,69.7
Архангельская область,Северодвинск,2012,52296.9,45.4,15.6,3496.5,31.6,28.4,3891.8,32028.5,67.6
Архангельская область,Северодвинск,2013,71212.2,45.7,15.6,2714.3,51.9,43.6,4124.6,36983.4,67.3
Архангельская область,Северодвинск,2014,92205.5,43.7,15.2,13020.8,52.2,44.6,8412.5,42843.9,67.1
Архангельская область,Северодвинск,2015,84685.7,41.9,13.8,10437.4,49.9,,7774.9,47363.1,68.4
Архангельская область,Северодвинск,2016,102924.4,41.1,13.8,19408.8,49.7,,8487.2,51110.5,69.5
Архангельская область,Северодвинск,2017,77346.2,40.6,13.9,8892.4,66.7,,9295.7,54679.6,69.8
Архангельская область,Северодвинск,2018,82970.1,41.6,14.4,6930.3,,,,59153.0,70.8
Архангельская область,Северодвинск,2019,94673.1,41.6,14.7,9890.0,,,,63519.0,71.5
Ненецкий автономный округ,Нарьян-Мар,2008,20482.946,24.0,3.6,,2.7,0.2,75330.6,42607.8,19.5
Ненецкий автономный округ,Нарьян-Мар,2009,37526.697,26.3,3.4,,9.6,0.2,25325.3,44564.1,18.9
Ненецкий автономный округ,Нарьян-Мар,2010,36697.8,30.5,2.5,5569.1,11.9,0.1,17821.0,46759.0,13.1
Ненецкий автономный округ,Нарьян-Мар,2011,61391.8,26.1,1.9,15193.5,4.1,0.1,27065.1,49398.1,13.8
Ненецкий автономный округ,Нарьян-Мар,2012,50338.3,24.5,1.8,8768.3,5.8,0.1,43190.3,57420.4,13.5
Ненецкий автономный округ,Нарьян-Мар,2013,50961.0,29.7,2.2,8325.2,6.2,0.5,26503.2,62265.1,13.6
Ненецкий автономный округ,Нарьян-Мар,2014,69090.1,25.8,2.1,18163.8,4.1,0.1,35328.5,67047.6,12.7
Ненецкий автономный округ,Нарьян-Мар,2015,104722.3,28.5,3.9,29101.0,2.5,0.0,37295.2,69776.5,12.8
Ненецкий автономный округ,Нарьян-Мар,2016,135245.2,31.1,3.1,28199.5,5.0,0.9,29917.5,71121.8,12.8
Ненецкий автономный округ,Нарьян-Мар,2017,156859.7,36.0,3.7,21697.1,13.2,4.4,23928.0,70421.9,12.1
Ненецкий автономный округ,Нарьян-Мар,2018,235044.1,29.8,6.7,29791.8,14.9,3.8,27398.6,77247.8,12.2
Ненецкий автономный округ,Нарьян-Мар,2019,206419.5,44.0,9.6,31258.6,13.9,8.2,34000.1,82119.6,12.1
Астраханская область,Астрахань,2008,146769.946,33.2,7.6,,30.1,23.4,43480.2,13247.5,140.7
Астраханская область,Астрахань,2009,188072.691,37.6,9.1,,14.8,10.2,45389.7,17138.7,148.5
Астраханская область,Астрахань,2010,241544.5,31.0,7.9,52656.5,12.1,7.9,39830.4,18688.3,146.3
Астраханская область,Астрахань,2011,308598.5,33.2,7.9,38162.8,11.2,7.4,47962.7,20583.0,141.9
Астраханская область,Астрахань,2012,356673.7,35.1,6.4,35426.1,5.7,2.8,60074.0,23690.0,139.3
Астраханская область,Астрахань,2013,395557.1,35.8,9.0,42242.1,7.0,4.1,94125.4,27588.0,137.9
Астраханская область,Астрахань,2014,423565.7,39.6,9.5,31926.3,3.9,2.0,90423.0,29724.0,138.3
Астраханская область,Астрахань,2015,524380.8,36.4,9.4,94637.3,7.5,6.2,82049.6,30908.3,134.2
Астраханская область,Астрахань,2016,561870.2,36.6,10.3,54935.0,2.8,2.2,83978.0,32934.2,128.3
Астраханская область,Астрахань,2017,642587.0,33.3,8.4,103416.8,1.5,0.8,109578.6,35179.0,124.3
Астраханская область,Астрахань,2018,736231.6,35.3,8.2,87042.9,3.4,1.8,78330.5,39118.0,121.5
Астраханская область,Астрахань,2019,790532.5,38.3,9.5,81084.2,5.8,2.7,67308.9,39924.8,115.9
Белгородская область,Белгород,2008,116540.351,21.9,3.5,,25.6,6.3,20280.7,16171.9,119.4
Белгородская область,Белгород,2009,132340.206,26.3,4.5,,33.4,13.6,16054.8,17271.6,115.6
Белгородская область,Белгород,2010,153624.0,32.0,5.1,19532.6,28.4,10.6,22154.4,19128.5,115.6
Белгородская область,Белгород,2011,203285.6,45.1,16.9,25604.6,26.6,13.1,25130.9,21391.1,118.9
Белгородская область,Белгород,2012,243274.8,45.9,16.9,40486.2,16.4,8.3,23061.2,24098.8,119.1
Белгородская область,Белгород,2013,264320.9,45.4,16.7,38167.1,15.1,8.4,30282.2,26423.9,119.0
Белгородская область,Белгород,2014,291524.1,48.2,18.5,20074.4,16.3,9.6,21516.4,28571.3,116.4
Белгородская область,Белгород,2015,316414.5,49.3,20.2,22652.1,18.3,7.7,18783.5,30011.1,113.6
Белгородская область,Белгород,2016,347200.3,52.2,20.9,24248.7,15.5,7.0,18732.8,31868.0,110.7
Белгородская область,Белгород,2017,371720.1,54.4,24.5,24512.5,15.7,4.8,18693.9,33566.7,107.2
Белгородская область,Белгород,2018,386020.1,55.4,24.4,21016.6,16.2,7.8,20773.8,36954.7,105.8
Белгородская область,Белгород,2019,413724.1,57.8,24.0,37806.5,25.7,13.6,31074.4,40032.3,104.7
Белгородская область,Старый Оскол,2008,54518.433,39.5,9.7,,4.8,1.4,13591.6,16401.3,81.2
Белгородская область,Старый Оскол,2009,55477.964,40.5,12.7,,6.3,1.2,7023.6,16070.3,75.2
Белгородская область,Старый Оскол,2010,65544.4,38.3,12.9,12266.8,3.4,0.5,10741.8,18097.7,72.6
Белгородская область,Старый Оскол,2011,72036.1,41.8,13.0,6562.6,12.6,0.7,9369.9,20662.0,73.8
Белгородская область,Старый Оскол,2012,81644.6,44.0,16.1,9654.0,,,,23453.3,73.1
Белгородская область,Старый Оскол,2013,99781.1,45.6,16.5,7839.6,,,,25489.2,71.1
Белгородская область,Старый Оскол,2014,109441.3,46.3,16.2,13406.2,,,,27733.7,68.6
Белгородская область,Старый Оскол,2015,115042.2,49.7,19.8,6614.5,,,,29502.4,68.3
Белгородская область,Старый Оскол,2016,137542.5,45.2,18.6,26747.2,,,,31395.9,66.3
Белгородская область,Старый Оскол,2017,166800.7,43.3,18.5,31092.3,,,,34012.4,64.7
Белгородская область,Старый Оскол,2018,181770.5,47.2,19.3,12961.5,,,,37889.8,64.8
Белгородская область,Старый Оскол,2019,195281.2,50.7,20.3,12442.5,,,,40902.7,63.9
Брянская область,Брянск,2008,123717.429,38.7,7.9,,23.1,11.3,9244.4,12282.5,182.5
Брянская область,Брянск,2009,153549.803,47.3,8.8,,19.1,8.8,6548.3,13035.2,174.3
Брянская область,Брянск,2010,166928.9,48.0,10.9,10631.2,17.3,13.3,10933.3,15724.1,138.7
Брянская область,Брянск,2011,194112.2,46.0,11.2,24410.7,12.2,8.5,14708.2,18111.7,139.2
Брянская область,Брянск,2012,213848.3,47.9,10.7,16934.6,15.0,8.1,14189.8,21426.1,137.9
Брянская область,Брянск,2013,228878.6,48.1,13.4,18528.7,14.4,7.7,14469.8,24420.1,136.7
Брянская область,Брянск,2014,253844.3,47.7,13.9,18644.1,9.6,6.7,14538.5,26283.8,133.6
Брянская область,Брянск,2015,279434.9,47.5,14.7,20808.8,30.8,26.4,17911.5,26839.3,130.2
Брянская область,Брянск,2016,317890.9,48.8,13.7,33068.2,15.4,9.2,16628.3,28606.0,124.2
Брянская область,Брянск,2017,342999.3,49.7,18.3,21542.5,19.5,4.7,17374.6,30540.9,119.6
Брянская область,Брянск,2018,357309.1,50.7,16.0,22932.7,26.2,6.7,18188.2,33736.8,119.4
Брянская область,Брянск,2019,369817.0,53.0,17.8,21003.0,32.3,14.1,21290.5,36447.5,117.1
Владимирская область,Владимир,2008,97572.427,45.3,14.4,,23.9,12.9,12012.5,15558.1,114.8
Владимирская область,Владимир,2009,104947.949,38.5,11.3,,27.6,17.7,9686.6,16774.8,110.6
Владимирская область,Владимир,2010,127213.6,40.7,8.7,12738.7,26.5,14.7,12259.5,18706.2,108.8
Владимирская область,Владимир,2011,159235.8,43.4,9.2,12034.2,25.4,15.5,15427.7,20553.1,113.4
Владимирская область,Владимир,2012,179112.3,45.7,11.8,14764.4,28.3,18.7,16805.2,23097.6,115.5
Владимирская область,Владимир,2013,200755.4,46.0,11.5,16142.4,14.1,8.4,19540.4,25721.4,115.2
Владимирская область,Владимир,2014,231507.0,44.2,11.5,23072.8,15.7,11.1,23909.7,27993.3,113.7
Владимирская область,Владимир,2015,253917.2,45.7,12.3,12948.1,20.2,13.0,14785.8,29349.7,110.7
Владимирская область,Владимир,2016,266913.2,48.2,12.9,14137.4,29.3,15.3,16794.4,31189.8,108.8
Владимирская область,Владимир,2017,348303.3,50.9,18.4,17148.8,27.8,18.4,21396.3,33213.1,105.0
Владимирская область,Владимир,2018,362479.7,52.5,15.0,15833.8,25.4,13.2,19804.0,36511.5,104.0
Владимирская область,Владимир,2019,433930.6,51.9,18.1,20435.7,33.1,25.6,22682.7,39432.8,101.5
Владимирская область,Ковров,2008,18238.277,45.2,16.6,,7.8,4.9,1407.5,13190.1,49.5
Владимирская область,Ковров,2009,19304.073,46.5,13.1,,27.2,20.7,1071.9,14426.0,46.5
Владимирская область,Ковров,2010,18248.8,49.8,21.3,1160.4,18.1,14.4,1141.7,16642.8,45.0
Владимирская область,Ковров,2011,19026.8,51.1,22.9,1291.2,17.2,15.3,1705.6,18833.5,43.7
Владимирская область,Ковров,2012,21259.4,49.2,22.0,1943.4,20.5,14.9,2768.7,21085.9,41.3
Владимирская область,Ковров,2013,23437.1,47.5,22.0,2815.3,14.3,5.9,3452.3,24044.2,41.2
Владимирская область,Ковров,2014,23140.8,49.1,18.5,2409.2,12.1,5.4,2789.6,26848.2,42.0
Владимирская область,Ковров,2015,28425.1,50.1,19.4,2699.9,9.0,4.3,4061.0,29077.5,41.3
Владимирская область,Ковров,2016,32088.6,50.7,20.3,2859.8,2.8,1.6,3339.5,31839.0,41.0
Владимирская область,Ковров,2017,34715.6,50.5,19.7,3682.0,4.3,0.5,2902.6,34636.2,41.2
Владимирская область,Ковров,2018,40260.5,49.1,18.3,3454.4,3.4,1.4,5341.7,38693.9,40.6
Владимирская область,Ковров,2019,45847.9,49.0,18.4,4473.5,25.2,21.7,5176.6,41369.3,41.1
Владимирская область,Муром,2008,27598.572,31.0,8.4,,26.4,4.2,1266.8,11566.4,39.8
Владимирская область,Муром,2009,27341.233,34.1,9.5,,8.5,3.4,1142.8,12503.1,35.7
Владимирская область,Муром,2010,28595.2,39.5,10.0,972.8,40.5,13.7,888.8,13761.1,33.5
Владимирская область,Муром,2011,28061.7,39.4,10.8,1730.7,13.0,2.5,1460.9,15096.9,33.2
Владимирская область,Муром,2012,29562.3,41.0,10.3,1672.3,17.4,13.2,2362.8,17996.3,33.0
Владимирская область,Муром,2013,32430.3,42.3,13.0,1882.4,21.2,16.2,2298.2,20925.7,33.4
Владимирская область,Муром,2014,37971.5,43.3,12.0,2650.2,21.1,11.2,2433.1,22931.0,32.8
Владимирская область,Муром,2015,40708.0,43.1,12.5,3189.5,8.3,4.7,3141.4,24825.8,32.2
Владимирская область,Муром,2016,45223.8,44.4,12.5,2521.6,14.1,4.8,2816.5,26497.9,31.0
Владимирская область,Муром,2017,49038.2,43.4,13.3,3833.5,7.6,1.7,3870.0,28254.2,30.2
Владимирская область,Муром,2018,53773.1,45.5,13.6,2988.9,10.1,6.7,3695.0,30095.7,29.5
Владимирская область,Муром,2019,48798.2,49.4,16.2,4034.9,2.4,1.0,10857.7,31801.3,28.5
Волгоградская область,Волгоград,2008,503671.274,50.4,14.9,,29.9,20.2,28661.8,15646.4,314.0
Волгоградская область,Волгоград,2009,540418.651,52.0,15.2,,29.9,19.7,22754.8,16754.1,298.8
Волгоградская область,Волгоград,2010,594725.9,55.2,18.6,37407.3,19.8,9.8,26878.1,18294.0,292.1
Волгоградская область,Волгоград,2011,710642.1,55.9,22.8,49744.0,14.5,9.4,33398.8,20238.3,287.7
Волгоградская область,Волгоград,2012,767767.3,55.8,25.2,52739.4,12.7,8.1,46728.7,23393.8,282.0
Волгоградская область,Волгоград,2013,817997.7,55.7,28.4,52218.8,13.0,7.3,53539.9,26351.1,279.8
Волгоградская область,Волгоград,2014,867274.6,57.3,28.9,45331.8,8.4,6.4,85849.9,28452.6,275.7
Волгоградская область,Волгоград,2015,889610.5,56.8,28.7,62849.4,8.6,6.5,101042.1,29902.4,269.2
Волгоградская область,Волгоград,2016,1049968.7,54.1,28.4,132558.9,18.8,15.8,87171.2,32276.3,256.4
Волгоградская область,Волгоград,2017,1113295.4,55.0,28.3,68186.9,27.4,22.2,93050.9,33718.9,243.4
Волгоградская область,Волгоград,2018,1170491.0,57.0,28.2,74179.8,20.3,14.3,69478.9,36779.1,239.7
